panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related,risk_component_entity_deviation_raw,risk_component_entity_deviation,risk_component_period_deviation_raw,risk_component_period_deviation,risk_component_temporal_change_raw,risk_component_temporal_change,risk_component_rolling_instability_raw,risk_component_rolling_instability,risk_component_source_uncertainty_raw,risk_component_source_uncertainty,panel_fiscal_risk_score_0_100,panel_anomaly_threshold_quantile,panel_anomaly_threshold_value,panel_fiscal_anomaly_label,panel_fiscal_anomaly_label_q60,panel_fiscal_anomaly_label_q70,panel_fiscal_anomaly_label_q80,panel_fiscal_anomaly_label_q90,label_high_entity_deviation,label_high_period_deviation,label_high_temporal_change,label_high_rolling_instability,label_high_source_uncertainty,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_interpretability_score_1_5,panel_decision_usability_score_1_5
2023__q3__oil_revenue_oil_revenue_178605_46071_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_178605_46071_oil_revenues,unspecified,385902.32458096166,505350.724649624,1157706.973742885,147005.524443637,505350.724649624,206890.6978017369,3,2,1,2,1,385902.32458096166,179739.739495987,,,206162.58508497465,,,1.1470061415638002,,,282821.03203847434,145778.96194053415,282821.03203847434,145778.96194053415,0.6745,0.6745,1.0,5.789857460772174,1,1,0,0,0,0.6745,9.59789745716047e-07,5.789857460772174,0.10718804399392845,0.07851669814775979,0.1369121991970905,0.17974314602356753,0.17974314602356753,0.877147766323024,0.877147766323024,20.735397342711625,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.12285223367697594,0.9745762711864407,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.898305084745763,4.557739967383074
2023__q1__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q1,1,2023__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,unspecified,178605.46071,178605.46071,178605.46071,178605.46071,178605.46071,,1,1,1,1,1,178605.46071,,,,,,,,,,178605.46071,,178605.46071,,-0.6144399678841291,0.6144399678841291,0.0520115408225261,9.19133166769593,1,1,0,0,0,0.6144399678841291,8.743264351864853e-07,9.19133166769593,0.17015977851523587,0.0,0.0,0.0,0.0,1.0,1.0,18.40322180009777,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2023__q3__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,unspecified,147005.524443637,147005.524443637,147005.524443637,147005.524443637,147005.524443637,,1,1,1,1,1,147005.524443637,178605.46071,,,-31599.936266363016,,,-0.1769259245531777,,,162805.4925768185,22344.529219008,162805.4925768185,22344.529219008,-0.7345600321158708,0.7345600321158708,0.0,1.7669439884727725,1,1,0,0,0,0.7345600321158708,1.0452530562456086e-06,1.7669439884727725,0.03271156004347781,0.012034786329714888,0.02098546044521051,0.027550449837050815,0.027550449837050815,1.0,1.0,16.487228514921213,0.75,16.43839004488965,1,1,1,0,0,0,1,1,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2023__q4__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q4,4,2023__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,unspecified,501886.4038035,501886.4038035,1003772.807607,249211.041478688,754561.766128312,357336.9242772849,2,2,1,2,1,501886.4038035,147005.524443637,178605.46071,,354880.879359863,323280.9430935,,2.414064918328474,1.8100283261686392,,324445.9641235685,250938.67630880425,275832.46298571234,196405.0078599027,0.6144399678841291,0.6144399678841291,0.5841119801120372,4.631952594739001,1,1,0,0,0,0.6144399678841291,8.743264351864853e-07,4.631952594739001,0.08575166864927619,0.1351558343944795,0.2356757601605018,0.27153614040546187,0.27153614040546187,0.8802405498281787,0.8802405498281787,23.705225159493224,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.1197594501718213,0.9872881355932204,1.0,0.6874666550177646,1.0,1.0,0.8906133292562175,4.9491525423728815,4.56245331702487
2023__end_year_annual__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,unspecified,754561.766128312,754561.766128312,754561.766128312,754561.766128312,754561.766128312,,1,1,1,1,1,754561.766128312,501886.4038035,147005.524443637,,252675.362324812,607556.241684675,,0.5034512997561499,4.132880338912818,,628224.084965906,178668.46213864244,395514.7887713623,288118.12594284205,1.5749286377471423,1.5749286377471423,1.0,6.582683519807517,1,1,0,0,0,1.5749286377471423,2.241067986277613e-06,6.582683519807517,0.12186568935414421,0.09623100343591962,0.1678012272823833,0.2962953874020425,0.2962953874020425,1.0,1.0,25.237836375800775,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,1,1,high,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2024__q2__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q2,2,2024__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,unspecified,212989.76535168703,212989.76535168703,212989.76535168703,212989.76535168703,212989.76535168703,,1,1,1,1,1,212989.76535168703,,,,,,,,,,212989.76535168703,,212989.76535168703,,0.0,0.0,0.0810780751149048,3.134827567069999,1,1,0,0,0,0.0,0.0,3.134827567069999,0.058035286265521534,0.0,0.0,0.0,0.0,1.0,1.0,16.160705725310432,0.75,16.43839004488965,0,1,1,0,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2024__q3__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q3,3,2024__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,unspecified,190866.05824755004,190866.05824755004,190866.05824755004,190866.05824755004,190866.05824755004,,1,1,1,1,1,190866.05824755004,212989.76535168703,,,-22123.707104136996,,,-0.1038721605594827,,,201927.9117996185,15643.823318320265,201927.9117996185,15643.823318320265,-0.6745,0.6745,0.0,2.025556512595819,1,1,0,0,0,0.6745,9.59789745716047e-07,2.025556512595819,0.03749927214190053,0.008425778974297611,0.014692313310841958,0.019288585826387913,0.019288585826387913,1.0,1.0,16.33318929014304,0.75,16.43839004488965,0,1,1,0,0,0,1,0,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2024__q4__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q4,4,2024__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,unspecified,463735.2287697041,463735.2287697041,927470.4575394082,170846.5123117734,756623.9452276349,414207.1950808536,2,1,1,2,1,463735.2287697041,190866.05824755004,212989.76535168703,,272869.1705221541,250745.46341801708,,1.4296369560283335,1.1772653160305058,,327300.6435086271,192947.64085296352,289197.01745631377,151558.7510187574,7.644641753724298,7.644641753724298,1.0,3.2656325325837168,1,1,0,0,0,7.644641753724298,1.087805598946971e-05,3.2656325325837168,0.06045688791860243,0.10392179560699882,0.18121191946060838,0.20916162788816284,0.20916162788816284,0.9969072164948454,0.9969072164948454,22.924735155009024,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__q2__oil_revenue_oil_revenue_183698_755811325_oil_revenues,2022,Q2,2,2022__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_183698_755811325_oil_revenues,unspecified,250364.0,250364.0,250364.0,250364.0,250364.0,,1,1,1,1,1,250364.0,,,,,,,,,,250364.0,,250364.0,,-0.6745,0.6745,0.0,7.656045829016821,1,1,0,0,0,0.6745,9.59789745716047e-07,7.656045829016821,0.14173692231634694,0.0,0.0,0.0,0.0,1.0,1.0,17.834767240019307,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__oil_revenue_oil_revenue_183698_755811325_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_183698_755811325_oil_revenues,unspecified,446055.0,446055.0,892110.0,229023.0,663087.0,306929.5978689576,2,1,1,2,1,446055.0,250364.0,,,195691.0,,,0.7816259526129955,,,348209.5,138374.43311717667,348209.5,138374.43311717667,0.6745,0.6745,1.0,8.667500255925892,1,1,0,0,0,0.6745,9.59789745716047e-07,8.667500255925892,0.16046205023943128,0.07452860685332853,0.1299580306877142,0.1706134795215152,0.1706134795215152,0.9969072164948454,0.9969072164948454,23.321240852480692,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2022__q1__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q1,1,2022__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,unspecified,183698.755811325,183698.755811325,183698.755811325,183698.755811325,183698.755811325,,1,1,1,1,1,183698.755811325,,,,,,,,,,183698.755811325,,183698.755811325,,-0.6745,0.6745,0.0,9.455151629598896,1,1,0,0,0,0.6745,9.59789745716047e-07,9.455151629598896,0.1750438962805738,0.0,0.0,0.0,0.0,1.0,1.0,18.50090671930385,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,unspecified,229023.0,229023.0,229023.0,229023.0,229023.0,,1,1,1,1,1,229023.0,183698.755811325,,,45324.24418867499,,,0.2467313618347368,,,206360.8779056625,32049.08041796704,206360.8779056625,32049.08041796704,0.0,0.0,0.1325153583290942,4.103966540194276,1,1,0,0,0,0.0,0.0,4.103966540194276,0.0759770251755536,0.017261667445101585,0.030099748301566986,0.03951600741839252,0.03951600741839252,1.0,1.0,17.7142755808183,0.75,16.43839004488965,1,1,1,1,0,0,1,1,1,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2022__q4__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q4,4,2022__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,unspecified,525728.8779056625,525728.8779056625,1051457.755811325,194186.0,857271.755811325,468872.4344423951,2,1,1,2,1,525728.8779056625,229023.0,183698.755811325,,296705.8779056625,342030.1220943375,,1.2955287368764818,1.8619076682567888,,377375.93895283126,209802.73828500172,312816.8779056625,185774.6257857048,4.415476048851018,4.415476048851018,1.0,4.932542940150519,1,1,0,0,0,4.415476048851018,6.283066914962216e-06,4.932542940150519,0.09131651914627321,0.11299996444089862,0.19704182684403762,0.2419987278943029,0.2419987278943029,0.9969072164948454,0.9969072164948454,24.35094457765089,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__q1__oil_revenue_oil_revenue_oil_revenues,2022,Q1,1,2022__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,100091.81728901458,116576.12027197,300275.45186704374,0.5757837487022137,183698.755811325,92951.8935793476,3,1,1,3,1,100091.81728901458,,,,,,,,,,100091.81728901458,,100091.81728901458,,-3.60700476750128,3.60700476750128,0.3470162828997592,4.844836457305906,1,1,0,0,0,3.60700476750128,5.132640754035022e-06,4.844836457305906,0.08969280277581056,0.0,0.0,0.0,0.0,0.9938144329896907,0.9938144329896907,16.701226529584194,0.75,16.43839004488965,1,1,1,0,0,1,1,0,0,0,1,high,0.006185567010309278,0.9533898305084746,1.0,0.6358513891315744,1.0,0.2857142857142857,0.6582622719103367,4.813559322033898,3.633049087641347
2022__q2__oil_revenue_oil_revenue_oil_revenues,2022,Q2,2,2022__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,272338.0,272338.0,544676.0,147975.0,396701.0,175875.8412574052,2,1,1,1,1,272338.0,100091.81728901458,,,172246.18271098542,,,1.720881760130556,,,186214.9086445073,121796.44382843486,186214.9086445073,121796.44382843486,0.35501425080218,0.35501425080218,0.9441893447175304,8.387211681712792,1,1,0,0,0,0.35501425080218,5.051727761349107e-07,8.387211681712792,0.15527304788016724,0.06559970048694701,0.11438839727361379,0.15017308188225253,0.15017308188225253,0.9969072164948454,0.9969072164948454,22.59944853391537,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2022__q3__oil_revenue_oil_revenue_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,269965.37,197256.5,1619792.22,0.55,663087.0,282238.82039306004,6,2,1,2,1,269965.37,272338.0,100091.81728901458,,-2372.6300000000047,169873.55271098542,,-0.008712078373198,1.6971772249920936,,271151.685,1677.7027622466414,214131.72909633815,98768.58537534004,0.3004388457891677,0.3004388457891677,0.9359634978548568,4.964862103507329,1,1,0,0,0,0.3004388457891677,4.2751389681720965e-07,4.964862103507329,0.09191484612188665,0.0009036123597459959,0.0015756591694887337,0.06948686033782168,0.06948686033782168,0.8678694158075602,0.8678694158075602,15.930167073425139,0.75,16.43839004488965,0,1,0,0,0,0,1,0,1,0,1,high,0.13213058419243984,0.9872881355932204,1.0,0.691796551924981,1.0,1.0,0.8921287931737434,4.9491525423728815,4.5685151726949735
2022__q4__oil_revenue_oil_revenue_oil_revenues,2022,Q4,4,2022__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,262864.67456924554,97093.26243838838,1051458.6982769822,0.1734002054504804,857272.0,406707.1575612786,4,1,1,2,1,262864.67456924554,269965.37,272338.0,,-7100.695430754451,-9473.325430754456,,-0.0263022454722783,-0.0347851766215308,,266415.0222846228,5020.949890226805,226314.96546456503,84244.96403334879,0.1371081414621257,0.1371081414621257,0.9113455703938224,2.0979010030656955,1,1,0,0,0,0.1371081414621257,1.9510005667832972e-07,2.0979010030656955,0.0388385908522042,0.002704288558253587,0.004715558632856132,0.06120257736131816,0.06120257736131816,0.9907216494845361,0.9907216494845361,16.649952245390722,0.75,16.43839004488965,1,1,1,0,0,0,1,0,1,0,1,high,0.009278350515463918,0.9872881355932204,1.0,0.6487982701380395,1.0,1.0,0.8770793945483137,4.9491525423728815,4.508317578193255
2022__end_year_annual__oil_revenue_oil_revenue_oil_revenues,2022,End-Year/Annual,5,2022__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,177550.77333333337,190438.0,1065304.64,0.75,434063.0,168092.47655666588,6,1,1,3,1,177550.77333333337,262864.67456924554,269965.37,100091.81728901458,-85313.9012359122,-92414.59666666664,77458.95604431877,-0.3245544551610652,-0.3423201896845756,0.7738790057198827,220207.72395128943,60326.03809339288,245679.7044756447,45597.26865334691,-1.825288318664415,1.825288318664415,0.6155644807068964,4.36505107399092,1,1,0,0,0,1.825288318664415,2.59732099515106e-06,4.36505107399092,0.08081050176532042,0.032491663683963674,0.056656803399604355,0.0641536370584371,0.0641536370584371,0.9845360824742269,0.9845360824742269,18.47976981591831,0.75,16.43839004488965,1,1,1,1,0,1,1,1,1,0,1,high,0.015463917525773195,1.0,1.0,0.6554123711340205,1.0,1.0,0.8793943298969071,5.0,4.5175773195876285
2023__q1__oil_revenue_oil_revenue_oil_revenues,2023,Q1,1,2023__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,120768.06293165998,178605.46071,362304.18879498,-0.027726345117744,183698.755811325,104619.2343913508,3,1,1,3,1,120768.06293165998,177550.77333333337,262864.67456924554,272338.0,-56782.710401673365,-142096.61163758556,-151569.93706834002,-0.3198111128193717,-0.5405694465048918,-0.5565508194535468,149159.41813249665,40151.43957917508,207787.2202085597,71615.232884167,-3.131408285919279,3.131408285919279,0.418700291932532,5.996501967023038,1,1,0,0,0,3.131408285919279,4.455883710119477e-06,5.996501967023038,0.11101366847211157,0.021625606520795575,0.03770929518917295,0.0713540176812101,0.0713540176812101,0.9938144329896907,0.9938144329896907,18.952119709800506,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.006185567010309278,1.0,1.0,0.6521649484536083,1.0,1.0,0.8782577319587628,5.0,4.513030927835051
2023__q2__oil_revenue_oil_revenue_oil_revenues,2023,Q2,2,2023__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,264327.6595240801,239693.5,2114621.276192641,-0.2820863243278306,663086.5414806369,222001.64047052196,8,2,1,4,1,264327.6595240801,120768.06293165998,177550.77333333337,269965.37,143559.59659242013,86776.88619074677,-5637.710475919885,1.1887215304070695,0.4887440621158663,-0.0208830876194227,192547.86122787005,101511.96425490544,206377.7925895797,70021.37236780665,0.1707598260644614,0.1707598260644614,0.9164177014049218,6.428475576955212,1,1,0,0,0,0.1707598260644614,2.4298521873524953e-07,6.428475576955212,0.11901082671293825,0.05467445357555522,0.09533767791459362,0.1032961020404981,0.1032961020404981,0.8616838487972509,0.8616838487972509,18.761676644673436,0.75,16.43839004488965,1,1,1,1,0,0,1,1,1,0,1,high,0.13831615120274912,1.0,1.0,0.6984106529209622,1.0,1.0,0.8944437285223368,5.0,4.577774914089347
2023__q3__oil_revenue_oil_revenue_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,212976.6625442659,73502.88105940404,1703813.3003541273,-0.36,857272.0,313218.5554749065,8,3,1,2,1,212976.6625442659,264327.6595240801,120768.06293165998,262864.67456924554,-51350.9969798142,92208.59961260592,-49888.01202497963,-0.1942702366913521,0.7635180806434295,-0.1897859121113582,238652.161034173,36310.63818511646,193905.7895833348,60386.39906953703,-1.0104194804415376,1.0104194804415376,0.7383851226203761,2.877867952692416,1,1,0,0,0,1.0104194804415376,1.4377913361001093e-06,2.877867952692416,0.0532781746030707,0.019556945564383685,0.034102101718014616,0.06148824480646871,0.06148824480646871,0.7450171821305842,0.7450171821305842,13.845230064217585,0.75,16.43839004488965,0,0,0,0,0,0,1,1,1,0,1,low,0.2549828178694158,1.0,1.0,0.7392439862542954,1.0,1.0,0.9087353951890034,5.0,4.6349415807560135
2023__q4__oil_revenue_oil_revenue_oil_revenues,2023,Q4,4,2023__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,250943.30121068883,124605.66242137764,1003773.2048427552,-0.12,754562.0,355705.77417715755,4,2,1,2,1,250943.30121068883,212976.6625442659,264327.6595240801,177550.77333333337,37966.63866642292,-13384.358313391276,73392.52787735549,0.1782666617687831,-0.0506354814985677,0.4133607897024957,231959.98187747737,26846.46765988692,212253.9215526737,64752.67553494547,-0.1371081414621257,0.1371081414621257,0.8700144772017753,1.9679894645056328,1,1,0,0,0,0.1371081414621257,1.9510005667832972e-07,1.9679894645056328,0.036433529276018554,0.014459534484798371,0.025213575104169068,0.059422703061572095,0.059422703061572095,0.8740549828178694,0.8740549828178694,15.235113228797076,0.75,16.43839004488965,0,0,0,0,0,0,1,1,1,0,1,moderate,0.12594501718213058,1.0,1.0,0.6940807560137456,1.0,1.0,0.8929282646048109,5.0,4.571713058419244
2023__end_year_annual__oil_revenue_oil_revenue_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,0.0816820336426757,0.0816820336426757,0.1633640672853514,-0.12,0.2833640672853514,0.2852214672644588,2,1,1,1,1,0.0816820336426757,250943.30121068883,212976.6625442659,120768.06293165998,-250943.2195286552,-212976.58086223228,-120767.98124962632,-0.9999996745000436,-0.9999996164742528,-0.9999993236454104,125471.69144636123,177443.6522214965,182061.92624026712,123307.92196128557,-5.909322031131228,5.909322031131228,8.235477910565113e-07,-0.674501590353841,1,1,0,0,0,5.909322031131228,8.408757138048443e-06,0.674501590353841,0.012487096034861627,0.09557132696005766,0.16665092729270622,0.18119426394241434,0.18119426394241434,0.9969072164948454,0.9969072164948454,21.254534935824392,0.75,16.43839004488965,1,1,1,1,1,1,0,1,1,0,1,high,0.003092783505154639,1.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,5.0,4.511515463917526
2024__q1__oil_revenue_oil_revenue_oil_revenues,2024,Q1,1,2024__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,unspecified,288435.79968597705,212989.76535168703,1442178.9984298851,147005.524443637,505350.724649624,154457.94924649954,5,2,1,2,1,288435.79968597705,0.0816820336426757,250943.30121068883,264327.6595240801,288435.7180039434,37492.498475288216,24108.14016189694,3531201.478965711,0.1494062535019015,0.0912055144183679,144217.94068400533,203954.85213699908,188088.96128074135,129121.3645229886,0.7252969909178064,0.7252969909178064,1.0,14.261276812379268,1,1,0,0,0,0.7252969909178064,1.0320720748430178e-06,14.261276812379268,0.26402003447094036,0.16146965150978596,0.2815600453573499,0.199509977260506,0.199509977260506,0.8709621993127148,0.8709621993127148,26.968715207326365,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.1290378006872852,1.0,1.0,0.6951632302405497,1.0,1.0,0.8933071305841924,5.0,4.57322852233677
